TimeStamp,HeartRate,GSR,Attention,leftPupilDialation,rightPupilDialation,rightPupilDialation,collidingObjectName,
13/07/2022 11:18:34 p.m.:414,0.61,0.7,0.33,1.05,0.41,as,,
13/07/2022 11:18:34 p.m.:426,0.61,0.7,0.33,1.05,0.41,as,,
13/07/2022 11:18:34 p.m.:436,0.61,0.7,0.33,1.05,0.41,as,,
13/07/2022 11:18:34 p.m.:447,0.61,0.7,0.33,1.05,0.41,as,,
13/07/2022 11:18:34 p.m.:459,0.61,0.7,0.33,1.05,0.41,as,,
13/07/2022 11:18:34 p.m.:470,0.61,0.7,0.33,1.05,0.41,as,,
13/07/2022 11:18:34 p.m.:481,0.61,0.7,0.33,1.05,0.41,as,,
13/07/2022 11:18:34 p.m.:495,0.61,0.7,0.33,1.05,0.41,asd,,
13/07/2022 11:18:34 p.m.:509,0.61,0.7,0.33,1.05,0.41,asd,,
13/07/2022 11:18:34 p.m.:522,0.61,0.7,0.33,1.05,0.41,asd,,
13/07/2022 11:18:34 p.m.:528,0.61,0.7,0.33,1.05,0.41,asd,,
13/07/2022 11:18:34 p.m.:537,0.61,0.7,0.33,1.05,0.41,asd,,
13/07/2022 11:18:34 p.m.:548,0.61,0.7,0.33,1.05,0.41,asd,,
13/07/2022 11:18:34 p.m.:560,0.61,0.7,0.33,1.05,0.41,asd,,
13/07/2022 11:18:34 p.m.:571,0.61,0.7,0.33,1.05,0.41,asd,,
13/07/2022 11:18:34 p.m.:586,0.61,0.7,0.33,1.05,0.41,asda,,
13/07/2022 11:18:34 p.m.:602,0.61,0.7,0.33,1.05,0.41,asda,,
13/07/2022 11:18:34 p.m.:610,0.61,0.7,0.33,1.05,0.41,asda,,
13/07/2022 11:18:34 p.m.:616,0.61,0.7,0.33,1.05,0.41,asda,,
13/07/2022 11:18:34 p.m.:625,0.61,0.7,0.33,1.05,0.41,asda,,
13/07/2022 11:18:34 p.m.:637,0.61,0.7,0.33,1.05,0.41,asda,,
13/07/2022 11:18:34 p.m.:648,0.61,0.7,0.33,1.05,0.41,asda,,
13/07/2022 11:18:34 p.m.:659,0.61,0.7,0.33,1.05,0.41,asda,,
13/07/2022 11:18:34 p.m.:670,0.61,0.7,0.33,1.05,0.41,asda,,
13/07/2022 11:18:34 p.m.:683,0.61,0.7,0.33,1.05,0.41,asda,,
13/07/2022 11:18:34 p.m.:692,0.61,0.7,0.33,1.05,0.41,asda,,
13/07/2022 11:18:34 p.m.:707,0.61,0.7,0.33,1.05,0.41,asda,,
13/07/2022 11:18:34 p.m.:714,0.61,0.7,0.33,1.05,0.41,asda,,
13/07/2022 11:18:34 p.m.:728,0.61,0.7,0.33,1.05,0.41,asdad,,
13/07/2022 11:18:34 p.m.:741,0.61,0.7,0.33,1.05,0.41,asdad,,
13/07/2022 11:18:34 p.m.:748,0.61,0.7,0.33,1.05,0.41,asdad,,
13/07/2022 11:18:34 p.m.:759,0.61,0.7,0.33,1.05,0.41,asdad,,
13/07/2022 11:18:34 p.m.:771,0.61,0.7,0.33,1.05,0.41,asdad,,
13/07/2022 11:18:34 p.m.:781,0.61,0.7,0.33,1.05,0.41,asdad,,
13/07/2022 11:18:34 p.m.:792,0.61,0.7,0.33,1.05,0.41,asdad,,
13/07/2022 11:18:34 p.m.:804,0.61,0.7,0.33,1.05,0.41,asdad,,
13/07/2022 11:18:34 p.m.:817,0.61,0.7,0.33,1.05,0.41,asdads,,
13/07/2022 11:18:34 p.m.:830,0.61,0.7,0.33,1.05,0.41,asdads,,
13/07/2022 11:18:34 p.m.:846,0.61,0.7,0.33,1.05,0.41,asdadsa,,
13/07/2022 11:18:34 p.m.:858,0.61,0.7,0.33,1.05,0.41,asdadsa,,
13/07/2022 11:18:34 p.m.:864,0.61,0.7,0.33,1.05,0.41,asdadsa,,
13/07/2022 11:18:34 p.m.:871,0.61,0.7,0.33,1.05,0.41,asdadsa,,
13/07/2022 11:18:34 p.m.:880,0.61,0.7,0.33,1.05,0.41,asdadsa,,
13/07/2022 11:18:34 p.m.:893,0.61,0.7,0.33,1.05,0.41,asdadsa,,
13/07/2022 11:18:34 p.m.:903,0.61,0.7,0.33,1.05,0.41,asdadsa,,
13/07/2022 11:18:34 p.m.:918,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:34 p.m.:932,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:34 p.m.:938,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:34 p.m.:947,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:34 p.m.:959,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:34 p.m.:970,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:34 p.m.:982,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:34 p.m.:995,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:4,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:14,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:26,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:37,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:50,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:59,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:71,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:82,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:94,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:104,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:115,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:126,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:141,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:149,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:159,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:171,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:181,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:192,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:204,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:214,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:226,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:238,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:248,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:259,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:269,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:281,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:292,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:303,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:315,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:326,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:337,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:349,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:362,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:372,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:384,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:396,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:406,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:418,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:429,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:441,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:452,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:463,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:474,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:489,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:497,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:509,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:520,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:530,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:542,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:553,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:565,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:579,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:586,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:595,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:606,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:618,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:629,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:643,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:652,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:665,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:675,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:685,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:696,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:707,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:718,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:729,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:740,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:751,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:764,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:773,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:785,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:799,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:814,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:823,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:831,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:839,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:851,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:863,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:871,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:883,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:893,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:905,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:916,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:927,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:938,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:950,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:960,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:971,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:982,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:994,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:36 p.m.:5,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:36 p.m.:16,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:36 p.m.:27,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:36 p.m.:38,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:36 p.m.:49,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:36 p.m.:60,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:36 p.m.:71,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:36 p.m.:83,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:36 p.m.:94,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:36 p.m.:105,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:36 p.m.:116,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:36 p.m.:127,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:36 p.m.:138,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:36 p.m.:149,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:36 p.m.:160,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:36 p.m.:172,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:36 p.m.:183,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:36 p.m.:194,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:36 p.m.:205,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:36 p.m.:219,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:36 p.m.:229,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:36 p.m.:240,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:36 p.m.:251,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:36 p.m.:267,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:36 p.m.:283,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:36 p.m.:297,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:36 p.m.:308,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:36 p.m.:317,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:36 p.m.:326,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:36 p.m.:337,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:36 p.m.:349,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:36 p.m.:359,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:36 p.m.:370,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:36 p.m.:382,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:36 p.m.:393,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:36 p.m.:404,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:36 p.m.:415,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:36 p.m.:427,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:36 p.m.:437,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:36 p.m.:449,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:36 p.m.:459,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:36 p.m.:470,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:36 p.m.:481,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:36 p.m.:492,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:36 p.m.:503,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:36 p.m.:514,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:36 p.m.:524,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:36 p.m.:536,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:36 p.m.:550,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:36 p.m.:559,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:36 p.m.:570,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:36 p.m.:581,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:36 p.m.:592,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:36 p.m.:603,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:36 p.m.:614,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:36 p.m.:625,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:36 p.m.:637,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:36 p.m.:648,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:36 p.m.:659,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:36 p.m.:670,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:36 p.m.:681,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:36 p.m.:694,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:36 p.m.:703,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:36 p.m.:715,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:36 p.m.:726,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:36 p.m.:737,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:36 p.m.:749,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:36 p.m.:759,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:36 p.m.:770,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:36 p.m.:782,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:36 p.m.:794,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:36 p.m.:807,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:36 p.m.:816,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:36 p.m.:829,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:36 p.m.:840,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:36 p.m.:851,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:36 p.m.:862,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:36 p.m.:874,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:36 p.m.:884,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:36 p.m.:896,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:36 p.m.:914,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:36 p.m.:932,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:36 p.m.:941,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:36 p.m.:951,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:36 p.m.:963,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:36 p.m.:974,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:37 p.m.:28,0.61,0.7,0.33,1.05,0.41,asdadsad,,
